Format Name,File Extension(s),Category/Plan(s),NARA Format ID,MIME type(s),Specification/Standard URL,PRONOM URL,LOC URL,British Library URL,WikiData URL,ArchiveTeam URL,ForensicsWiki URL,Wikipedia URL,docs.fileformat.com,Other URL,Notes,Risk Level,Preservation Action,Proposed Preservation Plan,Description and Justification,Preferred Processing and Transformation Tool(s)
Mathematica Notebook,nb,Presentation and Publishing,NF00246,application/vnd.wolfram.mathematica,https://www.wolfram.com/technologies/nb/,https://www.nationalarchives.gov.uk/pronom/fmt/201,,,https://www.wikidata.org/wiki/Q15860313,,,https://en.wikipedia.org/wiki/Wolfram_Mathematica,,https://www.file-extensions.org/nb-file-extension,,Moderate Risk,Transform,Transform to PDF,"Wolfram Mathematica is a technical computing system spanning neural networks, machine learning, image processing, geometry, data science, visualizations, and others. The system is used in many technical, scientific, engineering, mathematical, and computing fields. The Wolfram Language is the programming language used in Mathematica. It is a proprietary system and NB is a proprietary format.","Mathematica NB can be viewed and processed with Mathematica Player, and transformed to PDF."
MBOX Email Format,mbox,Email,NF00247,application/mbox,https://tools.ietf.org/rfc/rfc4155.txt,https://www.nationalarchives.gov.uk/pronom/fmt/720,https://www.loc.gov/preservation/digital/formats/fdd/fdd000383.shtml,,https://www.wikidata.org/wiki/Q285972,http://fileformats.archiveteam.org/wiki/Mbox,https://forensics.wiki/mbox/,https://en.wikipedia.org/wiki/Mbox,https://docs.fileformat.com/email/mbox/,https://jdebp.eu/FGA/mail-mbox-formats.html,,Low Risk,Transform,Transform to EML but also retain MBOX,"MBOX (sometimes known as Berkeley format) is a generic term for a family of related file formats used for storing collections of electronic mail messages. The four formats - mboxo, mboxrd, mboxcl, and mboxcl2 – originate from different versions of Unix. Each mbox file represents a set of email messages that are ordered sequentially and grouped into a ‘folder ‘. Email messages are stored in their source format, e.g. plain text may be stored as ASCII or Unicode, binary data is stored as Base64-encoded text. MBOX can be retained as an acceptable preservation format, but it is preferable to transform boxes into individual eml message files for access purposes.",PST Viewer Pro
Media Package File,mpf,Presentation and Publishing,NF00715,,,,,,,,,,,http://files.avanquest.com/file-extension-mpf/,,Moderate Risk,Transform,Transform to a TBD format,"AKA Microsoft Media Package File. An MPF file is a compressed multimedia package of WMF files, clip art images, and a set of keywords created by Microsoft Clip Organizer, MosASCII, MainActor, and MBJ Audio Compression. MPF files related to MBJ audio compression contain audio in a compression format specifically designed by MBJ Development Corporation. The encoder and decoder technology is both backward and forward compatible and is capable of offering full bandwidth which retains audio quality. The compression format is compatible with WAV, CD, and MP3 file formats.","Depending on the original program that created the file: Office 2010, MosASCII, or a supported video or audio converter."
Memory Dump File,dmp,Software and Code,NF00754,,,,,,https://www.wikidata.org/wiki/Q29000588,,,https://en.wikipedia.org/wiki/Core_dump,,https://www.howtogeek.com/196672/windows-memory-dumps-what-exactly-are-they-for/,,Moderate Risk,Retain,Retain,"A DMP file is a binary file that contains data ""dumped"" from a program's memory space. It is often created when a program has an error or crashes and may also be saved by the program ""Savedump.exe"" on the first reboot after a crash",Windows Debug Tool
MET Metafile,met,Digital Still Image,NF00248,,http://www.fileformat.info/format/os2metafile/spec/1c0eeb5c855143eaae0ca3ddd75b6a02/view.htm,https://www.nationalarchives.gov.uk/pronom/x-fmt/67,,,https://www.wikidata.org/wiki/Q29904450,http://fileformats.archiveteam.org/wiki/MET,,,,https://people.sc.fsu.edu/~jburkardt/data/met/met.html,,Moderate Risk,Transform,Transform to TIFF or JPEG2000,"Also known as Presentation Manager Metafile. This is a proprietary format that is no longer supported in the marketplace. It can contain raster or vector image data, so must be transformed on a case-by-case review. A version of this format is associated with OS/2.",Procure and/or develop tools; possible tools include CorelDraw; OpenOffice
Meta Raster Format,idx,Digital Still Image,NF00704,,https://github.com/nasa-gibs/mrf/blob/master/spec/mrf_spec.md,,,,https://www.wikidata.org/wiki/Q28771312,http://fileformats.archiveteam.org/wiki/Meta_Raster_Format,,,,,,Moderate Risk,Transform,Transform to a TBD format,Meta Raster Format (MRF) is an image and data storage format designed for fast access to imagery within a georeferenced tile pyramid at discrete resolutions. It was originally developed at NASA's Jet Propulsion Laboratory. IDX files are the Meta Raster index file.,FME Desktop
MHTML: MIME Encapsulation of Aggregate Documents,mht|mhtml,Web Records,NF00334,application/x-mimearchive,http://tools.ietf.org/html/rfc2557,https://www.nationalarchives.gov.uk/pronom/x-fmt/429,,,https://www.wikidata.org/wiki/Q954199,http://fileformats.archiveteam.org/wiki/MHTML,,https://en.wikipedia.org/wiki/MHTML,https://docs.fileformat.com/web/mhtml/,,,Low Risk,Retain,Retain,"MHTML is a web page archive format used to combine the HTML code and its companion resources (such as images, Flash animations, Java applets, and audio and video files) that are represented by external hyperlinks in the web page's HTML code into a single file. The content of an MHTML file is encoded using the same techniques that were first developed for HTML email messages using the MIME content type multipart/related. MHTML files use a .mhtml or .mht filename extension. Web archives in general should never be migrated, as that would change the fundamental linkages and functionality of web objects.",Microsoft Edge; Google Chrome
Micrografx Designer 3.1,drw,Digital Design and Vector Graphics,NF00249,application/x-mgx-designer,,https://www.nationalarchives.gov.uk/pronom/x-fmt/296,,,https://www.wikidata.org/wiki/Q52059869,http://fileformats.archiveteam.org/wiki/Micrografx_Draw,,https://en.wikipedia.org/wiki/Corel_Designer,,https://community.coreldraw.com/talk/technical_graphics_products/f/older-versions-of-designer/38381/reading-files-from-old-versions-of-micrografx-designer,,High Risk,Transform,Transform to a TBD format,"The file format is proprietary with limited open or available documentation, so migration is recommended, but at the time of this plan, no format options are available that retain fidelity. The tools to be used to migrate this category of formats is still under review.",Further research is required
Micrografx Draw 2.0,drw,Digital Design and Vector Graphics,NF00250,application/x-mgx-designer,,https://www.nationalarchives.gov.uk/pronom/x-fmt/47,,,https://www.wikidata.org/wiki/Q28771316,http://fileformats.archiveteam.org/wiki/Micrografx_Draw,,https://en.wikipedia.org/wiki/Corel_Designer,,,,High Risk,Transform,Transform to a TBD format,"The file format is proprietary with limited open or available documentation, so migration is recommended, but at the time of this plan, no format options are available that retain fidelity. The tools to be used to migrate this category of formats is still under review.",Further research is required
Micrografx Draw 3.0,drw,Digital Design and Vector Graphics,NF00251,application/x-mgx-designer,,https://www.nationalarchives.gov.uk/pronom/x-fmt/294,,,https://www.wikidata.org/wiki/Q52005965,http://fileformats.archiveteam.org/wiki/Micrografx_Draw,,https://en.wikipedia.org/wiki/Corel_Designer,,,,High Risk,Transform,Transform to a TBD format,"The file format is proprietary with limited open or available documentation, so migration is recommended, but at the time of this plan, no format options are available that retain fidelity. The tools to be used to migrate this category of formats is still under review.",Further research is required
Micrografx Draw 4.0,ds4,Digital Design and Vector Graphics,NF00252,application/x-mgx-designer,,https://www.nationalarchives.gov.uk/pronom/x-fmt/295,,,https://www.wikidata.org/wiki/Q52006189,http://fileformats.archiveteam.org/wiki/Micrografx_Draw,,https://en.wikipedia.org/wiki/Corel_Designer,,,,High Risk,Transform,Transform to a TBD format,"The file format is proprietary with limited open or available documentation, so migration is recommended, but at the time of this plan, no format options are available that retain fidelity. The tools to be used to migrate this category of formats is still under review.",Further research is required
Microsoft Access 2,mdb,Databases,NF00498,application/x-msaccess,,https://www.nationalarchives.gov.uk/pronom/x-fmt/66,http://www.loc.gov/preservation/digital/formats/fdd/fdd000462.shtml,,https://www.wikidata.org/wiki/Q48004607,http://fileformats.archiveteam.org/wiki/Ext:mdb,,https://en.wikipedia.org/wiki/Microsoft_Access,,https://www.wikidata.org/wiki/Q48004607,,Moderate Risk,Transform,Transform to CSV,"Access released by Microsoft also known as Jet DB is a standalone database that forms part of the Microsoft Office Suite of productivity tools. Access .mdb is not a sustainable format, as it is proprietary and lacks sufficient open documentation. Files can be converted to a sustainable format.",Microsoft Access 2003 or earlier
Microsoft Access 2000,mdb,Databases,NF00253,application/x-msaccess,http://jabakobob.net/mdb/,https://www.nationalarchives.gov.uk/pronom/x-fmt/240,http://www.loc.gov/preservation/digital/formats/fdd/fdd000462.shtml,,https://www.wikidata.org/wiki/Q48021588,http://fileformats.archiveteam.org/wiki/Ext:mdb,,https://en.wikipedia.org/wiki/Microsoft_Access,,,,Moderate Risk,Transform,Transform to CSV,"Access released by Microsoft also known as Jet DB is a standalone database that forms part of the Microsoft Office Suite of productivity tools. Access .mdb is not a sustainable format, as it is proprietary and lacks sufficient open documentation. Files can be converted to a sustainable format.",Microsoft Access 2000 to 2016
Microsoft Access 2002,mdb,Databases,NF00256,application/x-msaccess,http://jabakobob.net/mdb/,https://www.nationalarchives.gov.uk/pronom/x-fmt/241,http://www.loc.gov/preservation/digital/formats/fdd/fdd000462.shtml,,https://www.wikidata.org/wiki/Q48021763,http://fileformats.archiveteam.org/wiki/Ext:mdb,,https://en.wikipedia.org/wiki/Microsoft_Access,,,,Moderate Risk,Transform,Transform to CSV,"Access released by Microsoft also known as Jet DB is a standalone database that forms part of the Microsoft Office Suite of productivity tools. Access .mdb is not a sustainable format, as it is proprietary and lacks sufficient open documentation. Files can be converted to a sustainable format.",Microsoft Access 2002 to 2016
Microsoft Access 2007,mdb|accdb,Databases,NF00254,application/x-msaccess,http://jabakobob.net/mdb/,https://www.nationalarchives.gov.uk/pronom/fmt/275,http://www.loc.gov/preservation/digital/formats/fdd/fdd000463.shtml,,https://www.wikidata.org/wiki/Q63391719,http://fileformats.archiveteam.org/wiki/Ext:accdb,,https://en.wikipedia.org/wiki/Microsoft_Access,,,,Moderate Risk,Transform,Transform to CSV,"Access released by Microsoft also known as Jet DB is a standalone database that forms part of the Microsoft Office Suite of productivity tools. In version 2007, Microsoft switched from the .mdb format to the .accdb format. Access .accdb is not a sustainable format, as it is proprietary and lacks sufficient open documentation. Files can be converted to a sustainable format.",Microsoft Access 2007 or later
Microsoft Access 2010,accdb,Databases,NF00494,application/x-msaccess,http://jabakobob.net/mdb/,,http://www.loc.gov/preservation/digital/formats/fdd/fdd000463.shtml,,,http://fileformats.archiveteam.org/wiki/Ext:accdb,,https://en.wikipedia.org/wiki/Microsoft_Access,,,,Moderate Risk,Transform,Transform to CSV,"Access released by Microsoft also known as Jet DB is a standalone database that forms part of the Microsoft Office Suite of productivity tools. In version 2007, Microsoft switched from the .mdb format to the .accdb format. Access .accdb is not a sustainable format, as it is proprietary and lacks sufficient open documentation. Files can be converted to a sustainable format.",Microsoft Access 2010 or later
Microsoft Access 2013,accdb,Databases,NF00495,application/x-msaccess,,,http://www.loc.gov/preservation/digital/formats/fdd/fdd000463.shtml,,,http://fileformats.archiveteam.org/wiki/Ext:accdb,,https://en.wikipedia.org/wiki/Microsoft_Access,,,,Moderate Risk,Transform,Transform to CSV,"Access released by Microsoft also known as Jet DB is a standalone database that forms part of the Microsoft Office Suite of productivity tools. In version 2007, Microsoft switched from the .mdb format to the .accdb format. Access .accdb is not a sustainable format, as it is proprietary and lacks sufficient open documentation. Files can be converted to a sustainable format.",Microsoft Access 2013 or later
Microsoft Access 2016,accdb,Databases,NF00496,application/x-msaccess,,,http://www.loc.gov/preservation/digital/formats/fdd/fdd000463.shtml,,,http://fileformats.archiveteam.org/wiki/Ext:accdb,,https://en.wikipedia.org/wiki/Microsoft_Access,,,,Moderate Risk,Transform,Transform to CSV,"Access released by Microsoft also known as Jet DB is a standalone database that forms part of the Microsoft Office Suite of productivity tools. In version 2007, Microsoft switched from the .mdb format to the .accdb format. Access .accdb is not a sustainable format, as it is proprietary and lacks sufficient open documentation. Files can be converted to a sustainable format.",Microsoft Access 2016 or later
Microsoft Access 2019,accdb,Databases,NF00497,application/x-msaccess,,,http://www.loc.gov/preservation/digital/formats/fdd/fdd000463.shtml,,,http://fileformats.archiveteam.org/wiki/Ext:accdb,,https://en.wikipedia.org/wiki/Microsoft_Access,,,,Moderate Risk,Transform,Transform to CSV,"Access released by Microsoft also known as Jet DB is a standalone database that forms part of the Microsoft Office Suite of productivity tools. In version 2007, Microsoft switched from the .mdb format to the .accdb format. Access .accdb is not a sustainable format, as it is proprietary and lacks sufficient open documentation. Files can be converted to a sustainable format.",Microsoft Access 2019 or later
Microsoft Access 95,mdb,Databases,NF00499,application/x-msaccess,,https://www.nationalarchives.gov.uk/pronom/x-fmt/238,http://www.loc.gov/preservation/digital/formats/fdd/fdd000462.shtml,,https://www.wikidata.org/wiki/Q48005022,http://fileformats.archiveteam.org/wiki/Ext:mdb,,https://en.wikipedia.org/wiki/Microsoft_Access,,,,Moderate Risk,Transform,Transform to CSV,"Access released by Microsoft also known as Jet DB is a standalone database that forms part of the Microsoft Office Suite of productivity tools. Access .mdb is not a sustainable format, as it is proprietary and lacks sufficient open documentation. Files can be converted to a sustainable format.",Microsoft Access 95 to 2010
Microsoft Access 97,mdb,Databases,NF00255,application/x-msaccess,http://jabakobob.net/mdb/,https://www.nationalarchives.gov.uk/pronom/x-fmt/239,http://www.loc.gov/preservation/digital/formats/fdd/fdd000462.shtml,,,http://fileformats.archiveteam.org/wiki/Ext:mdb,,https://en.wikipedia.org/wiki/Microsoft_Access,,,,Moderate Risk,Transform,Transform to CSV,"Access released by Microsoft also known as Jet DB is a standalone database that forms part of the Microsoft Office Suite of productivity tools. Access .mdb is not a sustainable format, as it is proprietary and lacks sufficient open documentation. Files can be converted to a sustainable format.",Microsoft Access 97 to 2010
Microsoft Active Server Page,asp,Software and Code,NF00257,text/html,https://web.archive.org/web/20190507200553/http://2000clicks.com/Links/Computers/ActiveServerPages/index.htm,https://www.nationalarchives.gov.uk/pronom/x-fmt/138,,,https://www.wikidata.org/wiki/Q344266,http://fileformats.archiveteam.org/wiki/Ext:asp,,https://en.wikipedia.org/wiki/Active_Server_Pages,https://docs.fileformat.com/web/asp/,,,Low Risk,Retain,Retain,"ASP (aka Classic ASP) was introduced in 1998 as Microsoft's first server side scripting language. Classic ASP pages are plain text, have the file extension .asp and are normally written in VBScript. Uncompiled code that is plain text ASCII or Unicode does not require format migration.",Any supported text editor
Microsoft ASP.NET,aspx,Software and Code,NF00583,text/html,https://learn.microsoft.com/en-us/dotnet/standard/net-standard?tabs=net-standard-1-0,,,,https://www.wikidata.org/wiki/Q178817,,,https://en.wikipedia.org/wiki/ASP.NET,https://docs.fileformat.com/web/asp/,,,Low Risk,Retain,Retain,"ASP.NET was released in 2002 as a successor to Classic ASP. ASP.NET files are plain text, have the extension .aspx, and are normally written in C# (C sharp). Uncompiled code that is plain text ASCII or Unicode does not require format migration.",Any supported text editor
Microsoft ASP.NET User Control File,ascx,Software and Code,NF00731,text/plain,https://learn.microsoft.com/en-us/previous-versions/aspnet/fb3w5b53(v=vs.100),https://www.nationalarchives.gov.uk/pronom/fmt/1081,,,https://www.wikidata.org/wiki/Q57978134,,,https://en.wikipedia.org/wiki/ASP.NET,https://docs.fileformat.com/web/ascx/,,"In some community documentation, this format is sometimes referred to as a Control Directive File, but this is incorrect.",Low Risk,Retain,Retain,A file with .ascx extension is an ASP.NET user control that is used as a reusable component in webpages. It is a plain text file. Any software file should not be reformated to avoid affecting functionality.,Any supported text editor
Microsoft Compiled HTML Help,chm,Software and Code,NF00700,application/vnd.ms-htmlhelp,http://chmspec.nongnu.org/latest/,https://www.nationalarchives.gov.uk/pronom/fmt/634,,,https://www.wikidata.org/wiki/Q1023647,http://fileformats.archiveteam.org/wiki/CHM,,https://en.wikipedia.org/wiki/Microsoft_Compiled_HTML_Help,,,,Moderate Risk,Retain,Retain,"Proprietary online help format, consisting of multiple HTML pages compressed into a binary file with the .chm extension. Compiled binary code files should not be transformed to avoid loss of functionality.",Windows OS
Microsoft Document Imaging Format,mdi,Digital Still Image,NF00777,image/vnd.ms-modi,,https://www.nationalarchives.gov.uk/pronom/fmt/881,,,https://www.wikidata.org/wiki/Q843084,http://fileformats.archiveteam.org/wiki/MDI,,https://en.wikipedia.org/wiki/Microsoft_Office_shared_tools#MDI_file_format,,https://support.microsoft.com/en-us/topic/install-modi-for-use-with-microsoft-office-2010-4fbd3076-6d01-9cb7-c574-3bbabc9eead9,,Moderate Risk,Transform,Transform to TIFF,"MDI is a proprietary image format that was used by Microsoft Office Document Imaging for storing scanned documents together with optional annotations or metadata which can include the text generated by OCR process. Microsoft Office Document Imaging was introduced in Office XP, and was included in Office 2003 and 2007. MDI is a variant of TIFF, but has a different header, and may use one of several undocumented compression schemes.",Microsoft MDI to TIFF File Converter
Microsoft Dynamic Link Library,dll|ocx|drv,Software and Code,NF00169,application/x-dosexec|application/x-msdownload|application/vnd.microsoft.portable-executable,https://learn.microsoft.com/en-us/windows/win32/debug/pe-format,,,,https://www.wikidata.org/wiki/Q380319,http://fileformats.archiveteam.org/wiki/Dynamic-link_library_(Windows),,https://en.wikipedia.org/wiki/Dynamic-link_library,,https://support.microsoft.com/en-us/help/815065/what-is-a-dll,,High Risk,Retain,Retain,"Dynamic-link library (DLL) is the Microsoft implementation of a shared library. These compiled libraries usually have the file extension DLL, OCX (for libraries containing ActiveX controls), or DRV (for legacy system drivers). The file formats for DLLs are the same as for Windows EXE files: Portable Executable (PE) for 32-bit and 64-bit Windows, and New Executable (NE) for 16-bit Windows. As with EXEs, DLLs can contain code, data, and resources, in any combination. Any format migration for compiled or binary code creates a guaranteed outcome that the code will no longer function, as will extracting files from binary container archives files.",
Microsoft Excel 2.x,xls,Spreadsheets,NF00259,application/vnd.ms-excel,,https://www.nationalarchives.gov.uk/pronom/fmt/55,,,https://www.wikidata.org/wiki/Q52834888,http://fileformats.archiveteam.org/wiki/XLS,,https://en.wikipedia.org/wiki/Microsoft_Excel,,http://www.openoffice.org/sc/excelfileformat.pdf,,Moderate Risk,Transform,Transform to XLSX,"Microsoft Excel is a spreadsheet tool and format developed by Microsoft for use across multiple environments. It features calculation, graphing tools, pivot tables, and a macro programming language called Visual Basic for Applications. It is the most ubiquitous format for spreadsheets, especially since the release of version 5 in 1993; it replaced Lotus 1-2-3 as the most common tool/format for spreadsheets. Excel is part of the Microsoft Office suite. Excel 2.0 is no longer supported in current versions of the software.","Procure and/or develop tools. So far no current software has been identified that can open Excel 2.0 files, so an older version of Excel may be required to access these files and migrate them to either ODS or XLSX"
Microsoft Excel 2000-2003,xls,Spreadsheets,NF00260,application/vnd.ms-excel,https://learn.microsoft.com/en-us/openspecs/office_file_formats/ms-xls/cd03cb5f-ca02-4934-a391-bb674cb8aa06,https://www.nationalarchives.gov.uk/pronom/fmt/62,http://www.loc.gov/preservation/digital/formats/fdd/fdd000510.shtml,,https://www.wikidata.org/wiki/Q60886323,http://fileformats.archiveteam.org/wiki/XLS,,https://en.wikipedia.org/wiki/Microsoft_Excel,,,,Moderate Risk,Retain,Retain,"Microsoft Excel is a spreadsheet tool and format developed by Microsoft for use across multiple environments. It features calculation, graphing tools, pivot tables, and a macro programming language called Visual Basic for Applications. It is the most ubiquitous format for spreadsheets, especially since the release of version 5 in 1993; it replaced Lotus 1-2-3 as the most common tool/format for spreadsheets. Excel is part of the Microsoft Office suite. Excel 2000-2003 is an Acceptable format as per NARA Transfer Guidance.",Microsoft Excel
Microsoft Excel 3.0,xls,Spreadsheets,NF00261,application/vnd.ms-excel,,https://www.nationalarchives.gov.uk/pronom/fmt/56,,,https://www.wikidata.org/wiki/Q60806040,http://fileformats.archiveteam.org/wiki/XLS,,https://en.wikipedia.org/wiki/Microsoft_Excel,,,,Moderate Risk,Transform,Transform to XLSX,"Microsoft Excel is a spreadsheet tool and format developed by Microsoft for use across multiple environments. It features calculation, graphing tools, pivot tables, and a macro programming language called Visual Basic for Applications. It is the most ubiquitous format for spreadsheets, especially since the release of version 5 in 1993; it replaced Lotus 1-2-3 as the most common tool/format for spreadsheets. Excel is part of the Microsoft Office suite. Excel 3.0 is no longer supported in current versions of the software.",
Microsoft Excel 4.0,xls,Spreadsheets,NF00262,application/vnd.ms-excel,,https://www.nationalarchives.gov.uk/pronom/fmt/57,,,https://www.wikidata.org/wiki/Q60806257,http://fileformats.archiveteam.org/wiki/XLS,,https://en.wikipedia.org/wiki/Microsoft_Excel,,,,Moderate Risk,Transform,Transform to XLSX,"Microsoft Excel is a spreadsheet tool and format developed by Microsoft for use across multiple environments. It features calculation, graphing tools, pivot tables, and a macro programming language called Visual Basic for Applications. It is the most ubiquitous format for spreadsheets, especially since the release of version 5 in 1993; it replaced Lotus 1-2-3 as the most common tool/format for spreadsheets. Excel is part of the Microsoft Office suite. Some versions are no longer supported by current software. Transforming allows for maintaining the files in a more sustainable format.",Microsoft Excel
Microsoft Excel 97,xls,Spreadsheets,NF00263,application/vnd.ms-excel,https://learn.microsoft.com/en-us/openspecs/office_file_formats/ms-xls/cd03cb5f-ca02-4934-a391-bb674cb8aa06,https://www.nationalarchives.gov.uk/pronom/fmt/61,http://www.loc.gov/preservation/digital/formats/fdd/fdd000510.shtml,,https://www.wikidata.org/wiki/Q60886160,http://fileformats.archiveteam.org/wiki/XLS,,https://en.wikipedia.org/wiki/Microsoft_Excel,,,,Moderate Risk,Retain,Retain,"Microsoft Excel is a spreadsheet tool and format developed by Microsoft for use across multiple environments. It features calculation, graphing tools, pivot tables, and a macro programming language called Visual Basic for Applications. It is the most ubiquitous format for spreadsheets, especially since the release of version 5 in 1993; it replaced Lotus 1-2-3 as the most common tool/format for spreadsheets. Excel is part of the Microsoft Office suite. Excel 97 is an Acceptable format as per NARA Transfer Guidance.",Microsoft Excel
Microsoft Excel Backup,xlk,Spreadsheets,NF00264,,,https://www.nationalarchives.gov.uk/pronom/x-fmt/23,,,https://www.wikidata.org/wiki/Q45028191,http://fileformats.archiveteam.org/wiki/XLS,,https://en.wikipedia.org/wiki/Microsoft_Excel,,,,Moderate Risk,Transform,Transform to XLSX,"XLK files were used by Microsoft Excel 2000 and earlier version for backups of XLS workbook files. Current versions of Microsoft Excel can still open XLK files. If it is determined to be a unique file, it should be converted to the more standard Excel format.",Microsoft Excel
Microsoft Excel for Macintosh 2001,xls,Spreadsheets,NF00265,application/vnd.ms-excel,https://learn.microsoft.com/en-us/openspecs/office_file_formats/ms-xls/cd03cb5f-ca02-4934-a391-bb674cb8aa06,https://www.nationalarchives.gov.uk/pronom/fmt/175,http://www.loc.gov/preservation/digital/formats/fdd/fdd000510.shtml,,,http://fileformats.archiveteam.org/wiki/XLS,,https://en.wikipedia.org/wiki/Microsoft_Excel,,,,Moderate Risk,Transform,Transform to XLSX,"Microsoft Excel is a spreadsheet tool and format developed by Microsoft for use across multiple environments. It features calculation, graphing tools, pivot tables, and a macro programming language called Visual Basic for Applications. It is the most ubiquitous format for spreadsheets, especially since the release of version 5 in 1993; it replaced Lotus 1-2-3 as the most common tool/format for spreadsheets. Excel is part of the Microsoft Office suite. Some versions are no longer supported by current software. Transforming allows for maintaining the files in a more sustainable format.",Microsoft Excel
Microsoft Excel for Macintosh 2002,xls,Spreadsheets,NF00266,application/vnd.ms-excel,https://learn.microsoft.com/en-us/openspecs/office_file_formats/ms-xls/cd03cb5f-ca02-4934-a391-bb674cb8aa06,https://www.nationalarchives.gov.uk/pronom/fmt/176,http://www.loc.gov/preservation/digital/formats/fdd/fdd000510.shtml,,,http://fileformats.archiveteam.org/wiki/XLS,,https://en.wikipedia.org/wiki/Microsoft_Excel,,,,Moderate Risk,Transform,Transform to XLSX,"Microsoft Excel is a spreadsheet tool and format developed by Microsoft for use across multiple environments. It features calculation, graphing tools, pivot tables, and a macro programming language called Visual Basic for Applications. It is the most ubiquitous format for spreadsheets, especially since the release of version 5 in 1993; it replaced Lotus 1-2-3 as the most common tool/format for spreadsheets. Excel is part of the Microsoft Office suite. Some versions are no longer supported by current software. Transforming allows for maintaining the files in a more sustainable format.",Microsoft Excel
Microsoft Excel for Macintosh 2004,xls,Spreadsheets,NF00267,application/vnd.ms-excel,https://learn.microsoft.com/en-us/openspecs/office_file_formats/ms-xls/cd03cb5f-ca02-4934-a391-bb674cb8aa06,https://www.nationalarchives.gov.uk/pronom/fmt/177,http://www.loc.gov/preservation/digital/formats/fdd/fdd000510.shtml,,,http://fileformats.archiveteam.org/wiki/XLS,,https://en.wikipedia.org/wiki/Microsoft_Excel,,,,Moderate Risk,Transform,Transform to XLSX,"Microsoft Excel is a spreadsheet tool and format developed by Microsoft for use across multiple environments. It features calculation, graphing tools, pivot tables, and a macro programming language called Visual Basic for Applications. It is the most ubiquitous format for spreadsheets, especially since the release of version 5 in 1993; it replaced Lotus 1-2-3 as the most common tool/format for spreadsheets. Excel is part of the Microsoft Office suite. Some versions are no longer supported by current software. Transforming allows for maintaining the files in a more sustainable format.",Microsoft Excel
Microsoft Excel for Macintosh 3.0,xls,Spreadsheets,NF00268,application/vnd.ms-excel,,https://www.nationalarchives.gov.uk/pronom/fmt/56,,,https://www.wikidata.org/wiki/Q61718296,http://fileformats.archiveteam.org/wiki/XLS,,https://en.wikipedia.org/wiki/Microsoft_Excel,,,,Moderate Risk,Transform,Transform to XLSX,"Microsoft Excel is a spreadsheet tool and format developed by Microsoft for use across multiple environments. It features calculation, graphing tools, pivot tables, and a macro programming language called Visual Basic for Applications. It is the most ubiquitous format for spreadsheets, especially since the release of version 5 in 1993; it replaced Lotus 1-2-3 as the most common tool/format for spreadsheets. Excel is part of the Microsoft Office suite. Excel 3.0 is no longer supported in current versions of the software.",
Microsoft Excel for Macintosh 4.0,xls,Spreadsheets,NF00269,application/vnd.ms-excel,,https://www.nationalarchives.gov.uk/pronom/fmt/57,,,,http://fileformats.archiveteam.org/wiki/XLS,,https://en.wikipedia.org/wiki/Microsoft_Excel,,,,Moderate Risk,Transform,Transform to XLSX,"Microsoft Excel is a spreadsheet tool and format developed by Microsoft for use across multiple environments. It features calculation, graphing tools, pivot tables, and a macro programming language called Visual Basic for Applications. It is the most ubiquitous format for spreadsheets, especially since the release of version 5 in 1993; it replaced Lotus 1-2-3 as the most common tool/format for spreadsheets. Excel is part of the Microsoft Office suite. Some versions are no longer supported by current software. Transforming allows for maintaining the files in a more sustainable format.",Microsoft Excel
Microsoft Excel for Macintosh 98,xls,Spreadsheets,NF00270,application/vnd.ms-excel,https://learn.microsoft.com/en-us/openspecs/office_file_formats/ms-xls/cd03cb5f-ca02-4934-a391-bb674cb8aa06,https://www.nationalarchives.gov.uk/pronom/fmt/61,http://www.loc.gov/preservation/digital/formats/fdd/fdd000510.shtml,,,http://fileformats.archiveteam.org/wiki/XLS,,https://en.wikipedia.org/wiki/Microsoft_Excel,,,,Moderate Risk,Transform,Transform to XLSX,"Microsoft Excel is a spreadsheet tool and format developed by Microsoft for use across multiple environments. It features calculation, graphing tools, pivot tables, and a macro programming language called Visual Basic for Applications. It is the most ubiquitous format for spreadsheets, especially since the release of version 5 in 1993; it replaced Lotus 1-2-3 as the most common tool/format for spreadsheets. Excel is part of the Microsoft Office suite. Some versions are no longer supported by current software. Transforming allows for maintaining the files in a more sustainable format.",Microsoft Excel
Microsoft Excel for Macintosh v.X,xls,Spreadsheets,NF00271,application/vnd.ms-excel,https://learn.microsoft.com/en-us/openspecs/office_file_formats/ms-xls/cd03cb5f-ca02-4934-a391-bb674cb8aa06,https://www.nationalarchives.gov.uk/pronom/fmt/61,http://www.loc.gov/preservation/digital/formats/fdd/fdd000510.shtml,,,http://fileformats.archiveteam.org/wiki/XLS,,https://en.wikipedia.org/wiki/Microsoft_Excel,,,,Moderate Risk,Transform,Transform to XLSX,"Microsoft Excel is a spreadsheet tool and format developed by Microsoft for use across multiple environments. It features calculation, graphing tools, pivot tables, and a macro programming language called Visual Basic for Applications. It is the most ubiquitous format for spreadsheets, especially since the release of version 5 in 1993; it replaced Lotus 1-2-3 as the most common tool/format for spreadsheets. Excel is part of the Microsoft Office suite. Some versions are no longer supported by current software. Transforming allows for maintaining the files in a more sustainable format.",Microsoft Excel
